Time;II;Pleth
hh:mm:ss.000';mV';mV'
'00:53:55.721';-169;0.52
'00:53:55.721';-154;1.89
'00:53:55.755';-138;3.31
'00:53:55.755';-120;4.4
'00:53:55.804';-106;5.44
'00:53:55.804';-97;6.44
'00:53:55.838';-90;6.87
'00:53:55.838';-88;7.63
'00:53:55.871';-91;11.34
'00:53:55.921';-92;14.25
'00:53:55.921';-92;11.34
'00:53:55.921';-89;6.7
'00:53:55.971';-83;3.58
'00:53:55.971';-80;2.01
'00:53:55.971';-76;-8.8
'00:53:56.004';-72;15.37
'00:53:56.038';-67;114.18
'00:53:56.038';-65;-4.81
'00:53:56.071';-63;-43.02
'00:53:56.071';-63;-39.7
'00:53:56.104';-62;-36.64
'00:53:56.137';-62;-32.23
'00:53:56.137';-62;-26.92
'00:53:56.171';-63;-20.44
'00:53:56.171';-62;-10.05
'00:53:56.221';-66;4.05
'00:53:56.221';-83;14.05
'00:53:56.271';-112;12.77
'00:53:56.271';-144;7.71
'00:53:56.271';-168;2.53
'00:53:56.304';-181;-0.23
'00:53:56.338';-181;-1.01
'00:53:56.338';-169;-1
'00:53:56.386';-152;-0.5
'00:53:56.386';-133;0.79
'00:53:56.437';-116;2.44
'00:53:56.437';-100;4.11
'00:53:56.437';-85;6.31
'00:53:56.472';-73;8.65
'00:53:56.472';-64;9.89
'00:53:56.521';-58;10.58
'00:53:56.521';-59;12.13
'00:53:56.554';-64;16.67
'00:53:56.554';-71;17.68
'00:53:56.604';-77;14.32
'00:53:56.604';-82;10.13
'00:53:56.654';-83;6.91
'00:53:56.654';-82;4.33
'00:53:56.654';-79;-14.24
'00:53:56.688';-76;108.75
'00:53:56.688';-73;94.13
'00:53:56.737';-71;-4.67
'00:53:56.737';-69;-42.43
'00:53:56.771';-64;-41.25
'00:53:56.771';-62;-36.28
'00:53:56.821';-61;-31.68
'00:53:56.821';-59;-25.97
'00:53:56.871';-60;-18.79
'00:53:56.871';-61;-6.76
'00:53:56.871';-71;7.1
'00:53:56.904';-94;13.73
'00:53:56.938';-129;9.89
'00:53:56.938';-167;4.08
'00:53:56.988';-193;-0.1
'00:53:56.988';-205;-1.98
'00:53:57.021';-204;-1.99
'00:53:57.021';-194;-1.42
'00:53:57.071';-177;-0.54
'00:53:57.071';-159;1.9
'00:53:57.071';-141;4.26
'00:53:57.104';-124;6.35
'00:53:57.138';-109;7.31
'00:53:57.138';-98;7.53
'00:53:57.188';-88;7.65
'00:53:57.188';-83;8.35
'00:53:57.188';-83;11.76
'00:53:57.237';-87;15.43
'00:53:57.237';-91;11.46
'00:53:57.286';-95;6.76
'00:53:57.286';-96;3.52
'00:53:57.286';-95;1.95
'00:53:57.319';-92;-5.92
'00:53:57.354';-89;23.61
'00:53:57.354';-85;146.73
'00:53:57.388';-81;-10.02
'00:53:57.421';-78;-49.62
'00:53:57.421';-77;-45.78
'00:53:57.469';-76;-41.52
'00:53:57.469';-75;-36.82
'00:53:57.469';-73;-31.51
'00:53:57.504';-73;-24.68
'00:53:57.553';-73;-13.45
'00:53:57.553';-78;2.45
'00:53:57.553';-98;14.54
'00:53:57.588';-131;14.84
'00:53:57.621';-165;10.84
'00:53:57.621';-194;6
'00:53:57.671';-207;3.11
'00:53:57.671';-209;1.76
'00:53:57.671';-200;1.12
'00:53:57.719';-184;1.98
'00:53:57.719';-168;3.66
'00:53:57.766';-150;4.99
'00:53:57.766';-134;6.53
'00:53:57.813';-117;7.31
'00:53:57.813';-103;7.79
'00:53:57.813';-92;8.09
'00:53:57.861';-84;8.07
'00:53:57.861';-84;9.32
'00:53:57.908';-85;12.51
'00:53:57.908';-89;11.26
'00:53:57.908';-93;7.6
'00:53:57.954';-95;4.09
'00:53:57.954';-94;1.89
'00:53:58.000';-91;-2.41
'00:53:58.000';-87;-25.26
'00:53:58.047';-83;179.28
'00:53:58.047';-81;54.87
'00:53:58.047';-78;-52.02
'00:53:58.094';-77;-55.68
'00:53:58.094';-75;-50.8
'00:53:58.141';-73;-44.24
'00:53:58.141';-73;-36.57
'00:53:58.187';-73;-30.02
'00:53:58.187';-72;-20.11
'00:53:58.187';-74;-6.1
'00:53:58.234';-86;7.99
'00:53:58.234';-114;12.04
'00:53:58.269';-149;7.35
'00:53:58.269';-180;2.2
'00:53:58.303';-197;-0.41
'00:53:58.337';-200;-1.1
'00:53:58.337';-194;-1.07
'00:53:58.371';-182;-0.29
'00:53:58.371';-167;1.02
'00:53:58.404';-151;2.94
'00:53:58.404';-133;4.55
'00:53:58.454';-118;5.99
'00:53:58.454';-104;6.63
'00:53:58.487';-94;7.29
'00:53:58.487';-87;7.72
'00:53:58.521';-85;8.71
'00:53:58.554';-86;12.49
'00:53:58.554';-88;16.15
'00:53:58.604';-92;13.08
'00:53:58.604';-95;10.08
'00:53:58.638';-94;7.11
'00:53:58.638';-93;5.39
'00:53:58.687';-90;-2.54
'00:53:58.687';-86;7.97
'00:53:58.687';-82;127.05
'00:53:58.737';-79;10.32
'00:53:58.737';-77;-44.64
'00:53:58.787';-74;-44.09
'00:53:58.787';-73;-39.25
'00:53:58.787';-73;-33.24
'00:53:58.821';-72;-27.9
'00:53:58.854';-73;-22.3
'00:53:58.854';-73;-12.31
'00:53:58.888';-77;0.53
'00:53:58.888';-95;11.3
'00:53:58.937';-125;9.84
'00:53:58.937';-161;4.22
'00:53:58.971';-186;-1.39
'00:53:58.971';-198;-4.28
'00:53:59.022';-196;-5.94
'00:53:59.022';-186;-5.96
'00:53:59.054';-171;-4.87
'00:53:59.054';-153;-2.96
'00:53:59.104';-137;-1.05
'00:53:59.104';-122;0.99
'00:53:59.137';-106;2.75
'00:53:59.137';-94;3.87
'00:53:59.171';-85;4.54
'00:53:59.171';-83;5.49
'00:53:59.221';-83;8.61
'00:53:59.221';-88;13.9
'00:53:59.254';-91;11.58
'00:53:59.254';-95;7.62
'00:53:59.302';-96;4.21
'00:53:59.302';-95;2.35
'00:53:59.336';-93;-3.17
'00:53:59.336';-90;-19.55
'00:53:59.371';-86;152.09
'00:53:59.371';-82;39.32
'00:53:59.404';-78;-45.09
'00:53:59.404';-75;-45.91
'00:53:59.438';-73;-40.99
'00:53:59.487';-72;-35.03
'00:53:59.487';-71;-28.23
'00:53:59.487';-70;-21.55
'00:53:59.538';-69;-10.83
'00:53:59.538';-70;2.67
'00:53:59.571';-84;15.49
'00:53:59.571';-112;15.83
'00:53:59.604';-149;10.57
'00:53:59.604';-181;4.49
'00:53:59.637';-199;0.58
'00:53:59.671';-203;-1.6
'00:53:59.671';-195;-1.77
'00:53:59.704';-180;-0.94
'00:53:59.704';-161;0.15
'00:53:59.738';-143;2.61
'00:53:59.787';-125;5.15
'00:53:59.787';-111;6.97
'00:53:59.787';-99;8.41
'00:53:59.820';-89;8.94
'00:53:59.870';-84;9.23
'00:53:59.870';-85;12.01
'00:53:59.870';-90;17.1
'00:53:59.904';-95;15.68
'00:53:59.904';-100;12.04
'00:53:59.954';-102;6.93
'00:53:59.954';-102;3.58
'00:53:59.987';-99;-4.33
'00:53:59.987';-96;-7.47
'00:54:00.021';-91;110.28
'00:54:00.069';-87;18.5
'00:54:00.069';-85;-50.2
'00:54:00.069';-81;-47.36
'00:54:00.102';-79;-42.86
'00:54:00.137';-77;-37.95
'00:54:00.137';-75;-32.51
'00:54:00.171';-74;-25.11
'00:54:00.171';-75;-15.05
'00:54:00.220';-79;-0.39
'00:54:00.220';-96;11.35
'00:54:00.254';-125;13.07
'00:54:00.254';-162;8.98
'00:54:00.287';-191;4.37
'00:54:00.287';-204;2.27
'00:54:00.321';-205;2.16
'00:54:00.370';-198;3.29
'00:54:00.370';-183;3.79
'00:54:00.370';-167;4.6
'00:54:00.404';-151;5.46
'00:54:00.404';-135;6.1
'00:54:00.438';-120;6.79
'00:54:00.470';-106;7.31
'00:54:00.470';-97;7.92
'00:54:00.520';-89;8.6
'00:54:00.520';-87;9.59
'00:54:00.555';-91;13.6
'00:54:00.555';-95;16.5
'00:54:00.588';-99;13.46
'00:54:00.588';-100;9.53
'00:54:00.638';-99;5.72
'00:54:00.638';-96;3.13
'00:54:00.687';-92;-16.06
'00:54:00.687';-90;102.3
'00:54:00.687';-89;112.21
'00:54:00.720';-85;4.95
'00:54:00.754';-82;-50.16
'00:54:00.754';-79;-48.29
'00:54:00.804';-76;-43.01
'00:54:00.804';-74;-36.38
'00:54:00.854';-73;-29.7
'00:54:00.854';-71;-22.2
'00:54:00.854';-73;-10.23
'00:54:00.904';-86;3.95
'00:54:00.904';-110;12.73
'00:54:00.904';-150;8.03
'00:54:00.937';-182;0.75
'00:54:00.985';-202;-2.99
'00:54:00.985';-208;-3
'00:54:00.985';-201;-2.67
'00:54:01.019';-187;-1.97
'00:54:01.052';-170;-1.23
'00:54:01.052';-154;-0.19
'00:54:01.087';-139;0.63
'00:54:01.087';-125;1.49
'00:54:01.137';-111;2.38
'00:54:01.137';-100;3.56
'00:54:01.171';-92;5.04
'00:54:01.171';-88;5.91
'00:54:01.220';-88;8.15
'00:54:01.220';-91;14.44
'00:54:01.254';-93;15.7
'00:54:01.254';-95;11.62
'00:54:01.287';-97;7.38
'00:54:01.287';-97;4.42
'00:54:01.321';-93;1.65
'00:54:01.369';-89;-21.44
'00:54:01.369';-83;127.36
'00:54:01.369';-81;96.01
'00:54:01.404';-77;-18.82
'00:54:01.404';-74;-47.65
'00:54:01.454';-71;-42.38
'00:54:01.454';-70;-39.32
'00:54:01.487';-69;-36.37
'00:54:01.487';-68;-31.02
'00:54:01.520';-66;-24.62
'00:54:01.570';-67;-12.61
'00:54:01.570';-78;1.09
'00:54:01.570';-102;7.03
'00:54:01.604';-140;3.67
'00:54:01.604';-172;-2.31
'00:54:01.653';-192;-6.8
'00:54:01.653';-198;-7.88
'00:54:01.703';-192;-8.3
'00:54:01.703';-180;-7.04
'00:54:01.703';-163;-5.55
'00:54:01.737';-147;-4.15
'00:54:01.770';-128;-2.86
'00:54:01.770';-113;-1.38
'00:54:01.804';-101;-0.02
'00:54:01.804';-90;1.54
'00:54:01.854';-82;2.63
'00:54:01.854';-79;3.64
'00:54:01.903';-81;5.46
'00:54:01.903';-84;12
'00:54:01.903';-86;15.45
'00:54:01.954';-90;10.23
'00:54:01.954';-91;5.67
'00:54:02.004';-92;3.39
'00:54:02.004';-90;1.98
'00:54:02.004';-85;-12.7
'00:54:02.037';-82;80.16
'00:54:02.087';-79;100
'00:54:02.087';-78;-0.32
'00:54:02.087';-76;-37.55
'00:54:02.120';-76;-34.63
'00:54:02.120';-74;-30.08
'00:54:02.171';-72;-24.59
'00:54:02.171';-71;-19.18
'00:54:02.204';-71;-12.42
'00:54:02.204';-70;0.3
'00:54:02.237';-78;14.29
'00:54:02.287';-97;19.47
'00:54:02.287';-134;14.32
'00:54:02.287';-171;8.5
'00:54:02.337';-195;4.58
'00:54:02.337';-204;2.87
'00:54:02.370';-203;2.13
'00:54:02.370';-191;2.73
'00:54:02.404';-174;3.35
'00:54:02.404';-158;4.52
'00:54:02.437';-141;5.73
'00:54:02.487';-124;7.49
'00:54:02.487';-109;8.9
'00:54:02.487';-97;8.93
'00:54:02.521';-91;8.71
'00:54:02.521';-89;8.56
'00:54:02.554';-92;9.37
'00:54:02.604';-96;12.62
'00:54:02.604';-100;14.49
'00:54:02.604';-99;10.84
'00:54:02.636';-98;5.9
'00:54:02.670';-98;2.62
'00:54:02.670';-95;-0.78
'00:54:02.704';-89;-24.2
'00:54:02.704';-85;156.16
'00:54:02.754';-85;79.1
'00:54:02.754';-83;-49.18
'00:54:02.804';-82;-57.4
'00:54:02.804';-81;-53.32
'00:54:02.804';-80;-47.54
'00:54:02.837';-79;-41
'00:54:02.869';-79;-33.44
'00:54:02.869';-77;-24.16
'00:54:02.920';-78;-10.29
'00:54:02.920';-88;4.53
'00:54:02.920';-115;10.99
'00:54:02.954';-154;9.29
'00:54:02.988';-186;4.48
'00:54:02.988';-205;1.88
'00:54:03.037';-211;1.5
'00:54:03.037';-205;1.35
'00:54:03.087';-193;1.26
'00:54:03.087';-175;1.62
'00:54:03.087';-159;2.47
'00:54:03.122';-143;3.89
'00:54:03.122';-127;5.24
'00:54:03.154';-113;6.6
'00:54:03.203';-98;7.31
'00:54:03.203';-91;7.77
'00:54:03.203';-89;8.54
'00:54:03.236';-89;10.57
'00:54:03.287';-93;15.62
'00:54:03.287';-95;16.69
'00:54:03.287';-97;13.23
'00:54:03.321';-96;9.01
'00:54:03.321';-96;5.82
'00:54:03.370';-93;2.41
'00:54:03.370';-88;-21.83
'00:54:03.420';-84;162.55
'00:54:03.420';-81;79.34
'00:54:03.420';-77;-41.02
'00:54:03.469';-76;-52.14
'00:54:03.469';-75;-48.02
'00:54:03.504';-75;-42.29
'00:54:03.504';-75;-34.83
'00:54:03.537';-74;-28.21
'00:54:03.571';-72;-20.95
'00:54:03.571';-73;-8.08
'00:54:03.620';-84;6.24
'00:54:03.620';-111;12.16
'00:54:03.620';-149;5.92
'00:54:03.669';-181;-1.62
'00:54:03.669';-199;-5.79
'00:54:03.718';-202;-6.88
'00:54:03.718';-197;-6.93
'00:54:03.718';-185;-6.39
'00:54:03.752';-169;-5.06
'00:54:03.785';-153;-3.66
'00:54:03.785';-135;-1.71
'00:54:03.820';-119;0.17
'00:54:03.820';-104;1.81
'00:54:03.854';-93;3.55
'00:54:03.904';-86;5.39
'00:54:03.904';-83;6.63
'00:54:03.904';-84;7.38
'00:54:03.953';-87;9.53
'00:54:03.953';-91;15
'00:54:04.004';-93;15
'00:54:04.004';-93;11.49
'00:54:04.004';-92;6.88
'00:54:04.037';-89;3.7
'00:54:04.037';-84;-0.56
'00:54:04.087';-81;-26.26
'00:54:04.087';-76;147.67
'00:54:04.119';-73;85.43
'00:54:04.119';-71;-31.67
'00:54:04.154';-70;-49.58
'00:54:04.203';-70;-43.31
'00:54:04.203';-70;-38.52
'00:54:04.203';-71;-32.1
'00:54:04.237';-72;-25.07
'00:54:04.287';-71;-16.18
'00:54:04.287';-73;-1.9
'00:54:04.287';-85;10.74
'00:54:04.335';-112;15.52
'00:54:04.335';-150;9.92
'00:54:04.369';-183;2.65
'00:54:04.369';-201;-2.71
'00:54:04.403';-206;-3.38
'00:54:04.403';-199;-3.24
'00:54:04.437';-184;-2.9
'00:54:04.487';-166;-1.97
'00:54:04.487';-147;-0.24
'00:54:04.487';-129;1.32
'00:54:04.521';-112;3.4
'00:54:04.521';-99;4.97
'00:54:04.570';-89;5.98
'00:54:04.570';-81;6.59
'00:54:04.604';-80;6.97
'00:54:04.604';-84;7.21
'00:54:04.638';-88;9.01
'00:54:04.687';-93;13.73
'00:54:04.687';-94;15.13
'00:54:04.687';-96;11.46
'00:54:04.737';-93;7.47
'00:54:04.737';-90;4.1
'00:54:04.787';-86;0.09
'00:54:04.787';-82;-24.63
'00:54:04.787';-76;136.12
'00:54:04.820';-72;79.37
'00:54:04.820';-69;-32.15
'00:54:04.870';-67;-48.63
'00:54:04.870';-66;-45.3
'00:54:04.904';-66;-40.53
'00:54:04.904';-65;-34.3
'00:54:04.954';-65;-28.33
'00:54:04.954';-65;-20.74
'00:54:05.003';-66;-7.38
'00:54:05.003';-76;6.63
'00:54:05.003';-100;12.26
'00:54:05.037';-137;9.35
'00:54:05.037';-175;4.16
'00:54:05.087';-199;-0.37
'00:54:05.087';-206;-0.68
'00:54:05.119';-202;-0.45
'00:54:05.119';-187;0.21
'00:54:05.154';-167;1.4
'00:54:05.203';-147;3.18
'00:54:05.203';-127;5.6
'00:54:05.203';-111;8.58
'00:54:05.252';-96;11.12
'00:54:05.252';-87;12.25
'00:54:05.286';-81;12.5
'00:54:05.286';-81;12.37
'00:54:05.319';-85;13.16
'00:54:05.319';-90;16.33
'00:54:05.370';-96;19.75
'00:54:05.370';-98;16.57
'00:54:05.403';-97;12.54
'00:54:05.403';-96;9.13
'00:54:05.451';-93;6.86
'00:54:05.451';-90;-2.7
'00:54:05.485';-85;16.7
'00:54:05.485';-81;130.7
'00:54:05.518';-77;-2.04
'00:54:05.518';-75;-47.78
'00:54:05.552';-73;-43.73
'00:54:05.586';-72;-38.88
'00:54:05.586';-71;-33.33
'00:54:05.620';-70;-28.52
'00:54:05.620';-70;-22.27
'00:54:05.654';-70;-12.6
'00:54:05.703';-76;0.95
'00:54:05.703';-94;11.57
'00:54:05.703';-126;11.21
'00:54:05.738';-165;7.52
'00:54:05.738';-195;2.51
'00:54:05.787';-209;-0.15
'00:54:05.787';-208;-0.52
'00:54:05.820';-197;-0.99
'00:54:05.820';-180;-0.99
'00:54:05.870';-160;-0.15
'00:54:05.870';-142;1.48
'00:54:05.903';-127;3.31
'00:54:05.903';-112;4.8
'00:54:05.953';-98;5.82
'00:54:05.953';-89;6.76
'00:54:05.953';-85;7.11
'00:54:06.003';-85;7.8
'00:54:06.003';-88;9.97
'00:54:06.037';-93;13.72
'00:54:06.037';-96;11.8
'00:54:06.070';-98;7
'00:54:06.103';-98;1.93
'00:54:06.103';-94;-0.99
'00:54:06.153';-90;-6.26
'00:54:06.153';-87;-24.82
'00:54:06.203';-83;179.81
'00:54:06.203';-80;43.44
'00:54:06.203';-76;-49.62
'00:54:06.237';-73;-50.88
'00:54:06.237';-71;-46.87
'00:54:06.287';-72;-41.69
'00:54:06.287';-70;-35.86
'00:54:06.337';-69;-29.18
'00:54:06.337';-70;-18.77
'00:54:06.337';-74;-2.36
'00:54:06.369';-91;11.05
'00:54:06.403';-121;14.37
'00:54:06.403';-159;10.18
'00:54:06.451';-190;4.35
'00:54:06.451';-207;1.59
'00:54:06.485';-210;0.45
'00:54:06.485';-200;-0.07
'00:54:06.533';-184;-0.05
'00:54:06.533';-163;0.41
'00:54:06.569';-147;1.4
'00:54:06.569';-129;2.73
'00:54:06.619';-113;4.7
'00:54:06.619';-99;6.71
'00:54:06.619';-87;7.83
'00:54:06.653';-81;8.2
'00:54:06.653';-79;8.66
'00:54:06.703';-82;10.85
'00:54:06.703';-87;14.63
'00:54:06.753';-92;11.92
'00:54:06.753';-94;7.1
'00:54:06.787';-94;3.29
'00:54:06.787';-92;1.32
'00:54:06.820';-88;-5.55
'00:54:06.820';-85;-22.94
'00:54:06.870';-81;166.96
'00:54:06.870';-79;32.82
'00:54:06.903';-75;-50.22
'00:54:06.903';-71;-50.02
'00:54:06.954';-69;-45.69
'00:54:06.954';-68;-39.64
'00:54:06.954';-66;-32.55
'00:54:07.003';-66;-25.63
'00:54:07.003';-66;-15.86
'00:54:07.037';-70;-1.43
'00:54:07.037';-86;12.3
'00:54:07.087';-117;15.46
'00:54:07.087';-156;12.25
'00:54:07.120';-188;7.64
'00:54:07.120';-206;4.47
'00:54:07.170';-208;2.5
'00:54:07.170';-199;1.52
'00:54:07.203';-182;1.35
'00:54:07.203';-162;2.03
'00:54:07.252';-143;3.25
'00:54:07.252';-127;4.52
'00:54:07.252';-112;5.79
'00:54:07.287';-99;6.73
'00:54:07.337';-88;7.64
'00:54:07.337';-84;8
'00:54:07.337';-82;8.71
'00:54:07.370';-85;11.11
'00:54:07.403';-90;13.32
'00:54:07.403';-95;11.1
'00:54:07.452';-99;7.41
'00:54:07.452';-99;4.28
'00:54:07.486';-98;2.46
'00:54:07.486';-95;-6.76
'00:54:07.537';-89;-1.25
'00:54:07.537';-85;101.78
'00:54:07.537';-82;7.69
'00:54:07.587';-79;-43.99
'00:54:07.587';-76;-48.29
'00:54:07.620';-73;-42.5
'00:54:07.620';-71;-35.83
'00:54:07.669';-70;-29.92
'00:54:07.669';-68;-23.58
'00:54:07.705';-66;-14.12
'00:54:07.705';-72;-0.9
'00:54:07.751';-89;9.55
'00:54:07.751';-121;8.57
'00:54:07.784';-160;4.12
'00:54:07.784';-189;-0.58
'00:54:07.831';-205;-3.2
'00:54:07.831';-206;-3.54
'00:54:07.878';-195;-3.37
'00:54:07.878';-179;-2.28
'00:54:07.878';-160;-0.09
'00:54:07.924';-141;2.87
'00:54:07.924';-123;5.22
'00:54:07.972';-106;7.81
'00:54:07.972';-92;9.06
'00:54:08.018';-84;9.38
'00:54:08.018';-81;9.27
'00:54:08.018';-82;11.19
'00:54:08.065';-86;14.92
'00:54:08.065';-91;13.76
'00:54:08.112';-95;10.1
'00:54:08.112';-96;6.33
'00:54:08.112';-97;3.09
'00:54:08.158';-94;-2.58
'00:54:08.158';-91;-24.3
'00:54:08.205';-86;160.75
'00:54:08.205';-84;60.23
'00:54:08.253';-82;-39.9
'00:54:08.253';-80;-45.49
'00:54:08.253';-78;-40.43
'00:54:08.302';-77;-34.96
'00:54:08.302';-76;-28.78
'00:54:08.336';-74;-22.51
'00:54:08.336';-73;-14.19
'00:54:08.385';-73;-1.37
'00:54:08.385';-85;9.28
'00:54:08.418';-111;10.37
'00:54:08.418';-151;5.96
'00:54:08.452';-185;-0.52
'00:54:08.452';-205;-4.46
'00:54:08.486';-211;-6.16
'00:54:08.536';-205;-6.09
'00:54:08.536';-191;-5.5
'00:54:08.536';-171;-3.57
'00:54:08.570';-151;-0.92
'00:54:08.620';-132;2.34
'00:54:08.620';-114;5.06
'00:54:08.620';-98;6.66
'00:54:08.654';-88;7.14
'00:54:08.654';-84;7.97
'00:54:08.702';-83;10.43
'00:54:08.702';-89;16.08
'00:54:08.737';-94;16.52
'00:54:08.737';-99;12.58
'00:54:08.786';-102;8.1
'00:54:08.786';-103;5.26
'00:54:08.820';-103;1.72
'00:54:08.820';-100;-20.1
'00:54:08.853';-96;165.28
'00:54:08.887';-94;64.25
'00:54:08.887';-89;-49.69
'00:54:08.937';-84;-51.83
'00:54:08.937';-82;-47.13
'00:54:08.937';-79;-40.56
'00:54:08.970';-76;-33.82
'00:54:09.020';-74;-26.8
'00:54:09.020';-72;-18.02
'00:54:09.020';-73;-4.46
'00:54:09.052';-83;9.71
'00:54:09.052';-110;14.63
'00:54:09.103';-147;10.52
'00:54:09.103';-180;5.4
'00:54:09.137';-200;2.2
'00:54:09.137';-206;1.21
'00:54:09.170';-201;1.49
'00:54:09.170';-186;2.46
'00:54:09.203';-169;3.42
'00:54:09.251';-150;4.93
'00:54:09.251';-134;6.13
'00:54:09.251';-118;7.27
'00:54:09.284';-103;8.06
'00:54:09.318';-93;8.58
'00:54:09.318';-85;8.68
'00:54:09.352';-83;8.95
'00:54:09.352';-86;10.82
'00:54:09.385';-91;14.41
'00:54:09.420';-96;12.7
'00:54:09.420';-99;9.23
'00:54:09.470';-100;5
'00:54:09.470';-98;2.72
'00:54:09.503';-95;-3.66
'00:54:09.503';-91;-17.11
'00:54:09.552';-87;161.68
'00:54:09.552';-81;25.36
'00:54:09.552';-79;-52.65
'00:54:09.604';-77;-52.96
'00:54:09.604';-74;-49.61
'00:54:09.652';-73;-43.49
'00:54:09.652';-69;-37.06
'00:54:09.652';-69;-30.59
'00:54:09.685';-69;-20.51
'00:54:09.720';-74;-6.83
'00:54:09.720';-92;8.33
'00:54:09.771';-122;10.85
'00:54:09.771';-160;5.11
'00:54:09.820';-189;-0.6
'00:54:09.820';-203;-3.93
'00:54:09.820';-202;-4.88
'00:54:09.852';-193;-3.85
'00:54:09.852';-178;-2.95
'00:54:09.886';-161;-2.39
'00:54:09.936';-145;-1.27
'00:54:09.936';-129;0.15
'00:54:09.936';-117;2.44
'00:54:09.985';-105;5.37
'00:54:09.985';-96;7.17
'00:54:10.019';-90;8.19
'00:54:10.019';-89;8.77
'00:54:10.069';-91;11.01
'00:54:10.069';-96;15.66
'00:54:10.103';-100;14.92
'00:54:10.103';-104;11.2
'00:54:10.153';-104;7.79
'00:54:10.153';-102;5.72
'00:54:10.153';-98;3.5
'00:54:10.203';-95;-17.2
'00:54:10.203';-91;171.11
'00:54:10.236';-88;69.21
'00:54:10.236';-87;-42.02
'00:54:10.270';-87;-45.69
'00:54:10.320';-86;-41.92
'00:54:10.320';-84;-37.11
'00:54:10.320';-83;-30.18
'00:54:10.353';-83;-24.66
'00:54:10.353';-82;-16.48
'00:54:10.402';-87;-2.46
'00:54:10.402';-99;10.46
'00:54:10.435';-129;14.13
'00:54:10.435';-162;10.01
'00:54:10.470';-188;4.26
'00:54:10.503';-200;-1.01
'00:54:10.503';-202;-2.02
'00:54:10.536';-195;-2.01
'00:54:10.536';-181;-1.73
'00:54:10.570';-166;-0.87
'00:54:10.570';-152;0.8
'00:54:10.619';-136;2.89
'00:54:10.619';-123;4.92
'00:54:10.670';-107;6.35
'00:54:10.670';-94;7.22
'00:54:10.670';-85;7.45
'00:54:10.703';-84;7.58
'00:54:10.736';-86;7.67
'00:54:10.736';-89;8.42
'00:54:10.771';-93;11.34
'00:54:10.771';-96;13.2
'00:54:10.821';-98;10.75
'00:54:10.821';-96;7.52
'00:54:10.870';-93;4.85
'00:54:10.870';-87;2.09
'00:54:10.870';-83;-20.2
'00:54:10.903';-79;116.21
'00:54:10.936';-77;100.12
'00:54:10.936';-76;-4.76
'00:54:10.985';-75;-47.21
'00:54:10.985';-73;-45.36
'00:54:11.019';-73;-40.63
'00:54:11.019';-72;-34.87
'00:54:11.053';-71;-27.7
'00:54:11.053';-70;-17.92
'00:54:11.086';-72;-4.06
'00:54:11.086';-83;9.96
'00:54:11.120';-109;16.05
'00:54:11.170';-147;11.53
'00:54:11.170';-178;4.71
'00:54:11.170';-194;-0.55
'00:54:11.220';-197;-2.33
'00:54:11.220';-192;-1.79
'00:54:11.254';-181;-0.59
'00:54:11.254';-165;0.2
'00:54:11.303';-148;1.53
'00:54:11.303';-132;2.83
'00:54:11.336';-115;4.36
'00:54:11.336';-101;5.49
'00:54:11.370';-88;6.23
'00:54:11.370';-80;6.98
'00:54:11.403';-79;7.5
'00:54:11.451';-81;7.86
'00:54:11.451';-85;9.81
'00:54:11.451';-90;14.21
'00:54:11.485';-90;13.7
'00:54:11.519';-91;10.26
'00:54:11.519';-90;7.36
'00:54:11.553';-86;5.58
'00:54:11.553';-83;2.04
'00:54:11.603';-79;-21.49
'00:54:11.603';-77;135.41
'00:54:11.636';-75;77.52
'00:54:11.636';-74;-31.76
'00:54:11.670';-73;-42.12
'00:54:11.670';-74;-38.73
'00:54:11.720';-74;-33.86
'00:54:11.720';-73;-27.97
'00:54:11.753';-73;-22.26
'00:54:11.753';-70;-15.34
'00:54:11.787';-72;-2.54
'00:54:11.787';-80;10.74
'00:54:11.836';-104;14.89
'00:54:11.836';-140;10.8
'00:54:11.885';-174;2.23
'00:54:11.885';-195;-4.2
'00:54:11.885';-201;-6.28
'00:54:11.937';-196;-5.73
'00:54:11.937';-182;-4.84
'00:54:11.985';-164;-3.12
'00:54:11.985';-147;0.09
'00:54:12.034';-130;3.18
'00:54:12.034';-114;5.98
'00:54:12.034';-100;8.44
'00:54:12.068';-88;9.06
'00:54:12.068';-83;9.04
'00:54:12.102';-83;8.79
'00:54:12.136';-86;9.67
'00:54:12.136';-92;13.42
'00:54:12.170';-95;15.14
'00:54:12.170';-98;11.55
'00:54:12.220';-100;7.57
'00:54:12.220';-100;4.62
'00:54:12.270';-98;1.8
'00:54:12.270';-94;-16.37
'00:54:12.270';-90;104.04
'00:54:12.302';-86;90.1
'00:54:12.353';-83;-2.94
'00:54:12.353';-82;-40.27
'00:54:12.353';-81;-37.58
'00:54:12.386';-81;-32.58
'00:54:12.421';-79;-27.74
'00:54:12.421';-79;-22.4
'00:54:12.468';-78;-15.09
'00:54:12.468';-78;-2.87
'00:54:12.468';-85;12.4
'00:54:12.503';-109;18.97
'00:54:12.536';-147;14.4
'00:54:12.536';-180;8.11
'00:54:12.569';-199;2.73
'00:54:12.569';-206;0.29
'00:54:12.620';-200;-0.27
'00:54:12.620';-188;0.15
'00:54:12.653';-170;0.38
'00:54:12.653';-153;1.42
'00:54:12.703';-136;3.06
'00:54:12.703';-121;4.79
'00:54:12.736';-107;6.13
'00:54:12.736';-95;7.02
